video,Sentiment Score,C-Label,S-Label
video82,0.5,Social Interaction,Neutral
video64,0.85,Audience Reaction,Highly Positive
video80,0.95,Audience Anticipation,Highly Positive
video38,0.85,Social Interaction,Highly Positive
video58,1.0,Audience Feedback,Highly Positive
video3,0.5,Information Share,Neutral
video47,0.25,Game Design,Negative
video82,0.5,Game Plot,Neutral
video61,0.456,Game Experience,Neutral
video4,0.25,Social Interaction,Negative
video82,0.5,Audience Reaction,Neutral
video10,0.85,Social Interaction,Highly Positive
video23,0.5,Game Plot,Neutral
video12,0.5,Audience Reaction,Neutral
video82,0.25,Audience Feedback,Negative
video82,0.25,Social Interaction,Negative
video119,0.5,Audience Anticipation,Neutral
video21,0.5,Game Design,Neutral
video2,0.925,Social Interaction,Highly Positive
video82,0.925,Audience Anticipation,Highly Positive
video106,0.65,Game Experience,Positive
video82,0.5,Audience Reaction,Neutral
video117,0.999,Audience Reaction,Highly Positive
video82,0.852,Game Plot,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.85,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video4,0.654,Game Design,Positive
video81,0.85,Game Design,Highly Positive
video82,0.35,Game Experience,Negative
video82,0.0,Social Interaction,Highly Negative
video3,0.35,Audience Feedback,Negative
video113,0.25,Game Experience,Negative
video3,0.85,Game Experience,Highly Positive
video82,0.65,Audience Reaction,Positive
video82,0.5,Audience Anticipation,Neutral
video23,0.5,Social Interaction,Neutral
video4,0.5,Audience Reaction,Neutral
video15,0.95,Audience Reaction,Highly Positive
video51,0.75,Social Interaction,Positive
video106,0.15,Game Plot,Highly Negative
video16,0.75,Audience Reaction,Positive
video82,0.35,Game Design,Negative
video8,0.925,Social Interaction,Highly Positive
video55,0.95,Game Design,Highly Positive
video23,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video20,0.75,Audience Reaction,Positive
video3,0.925,Game Design,Highly Positive
video47,0.35,Game Experience,Negative
video41,0.95,Audience Reaction,Highly Positive
video82,0.5,Audience Feedback,Neutral
video82,0.15,Game Design,Highly Negative
video82,0.5,Audience Reaction,Neutral
video23,0.85,Social Interaction,Highly Positive
video8,0.85,Audience Anticipation,Highly Positive
video82,0.5,Audience Reaction,Neutral
video3,0.85,Social Interaction,Highly Positive
video82,0.5,Game Design,Neutral
video13,0.5,Game Design,Neutral
video91,0.75,Audience Reaction,Positive
video19,0.5,Game Design,Neutral
video3,0.55,Audience Feedback,Neutral
video21,0.925,Audience Reaction,Highly Positive
video92,0.85,Audience Reaction,Highly Positive
video48,0.5,Audience Reaction,Neutral
video3,0.85,Game Experience,Highly Positive
video16,0.925,Game Plot,Highly Positive
video20,0.25,Audience Reaction,Negative
video81,0.65,Audience Reaction,Positive
video82,0.5,Game Experience,Neutral
video55,0.25,Audience Reaction,Negative
video4,0.45,Game Experience,Neutral
video82,0.75,Game Plot,Positive
video47,0.875,Game Experience,Highly Positive
video82,0.75,Audience Anticipation,Positive
video82,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video47,0.5,Social Interaction,Neutral
video23,0.75,Social Interaction,Positive
video3,0.5,Social Interaction,Neutral
video2,0.95,Audience Feedback,Highly Positive
video82,0.0,Social Interaction,Highly Negative
video8,0.5,Audience Reaction,Neutral
video82,0.5,Game Plot,Neutral
video51,0.85,Audience Anticipation,Highly Positive
video54,0.85,Game Design,Highly Positive
video55,0.65,Audience Reaction,Positive
video80,0.75,Audience Reaction,Positive
video82,0.75,Audience Reaction,Positive
video100,0.5,Social Interaction,Neutral
video82,0.65,Game Plot,Positive
video3,0.25,Audience Reaction,Negative
video1,0.35,Audience Reaction,Negative
video71,0.15,Audience Reaction,Highly Negative
video106,0.15,Audience Reaction,Highly Negative
video82,0.5,Game Plot,Neutral
video84,0.75,Game Plot,Positive
video47,0.5,Game Experience,Neutral
video23,0.85,Audience Reaction,Highly Positive
video6,0.5,Audience Reaction,Neutral
video76,0.85,Audience Reaction,Highly Positive
video16,0.25,Audience Feedback,Negative
video47,0.5,Game Design,Neutral
video106,0.5,Information Share,Neutral
video50,0.95,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video3,0.456,Game Requirement,Neutral
video4,0.5,Game Design,Neutral
video4,0.35,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video94,0.0,Social Interaction,Highly Negative
video8,0.357,Game Experience,Negative
video3,0.5,Audience Reaction,Neutral
video52,0.25,Audience Reaction,Negative
video82,0.25,Game Experience,Negative
video82,0.75,Game Plot,Positive
video51,0.35,Social Interaction,Negative
video82,0.5,Audience Reaction,Neutral
video3,0.75,Audience Reaction,Positive
video82,0.75,Audience Reaction,Positive
video82,0.25,Audience Anticipation,Negative
video82,0.0,Audience Reaction,Highly Negative
video50,0.357,Audience Feedback,Negative
video42,0.95,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video75,0.75,Game Experience,Positive
video71,0.925,Audience Reaction,Highly Positive
video106,0.925,Audience Reaction,Highly Positive
video8,0.35,Game Requirement,Negative
video3,0.75,Game Design,Positive
video73,0.85,Game Design,Highly Positive
video3,0.5,Information Share,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.25,Audience Reaction,Negative
video59,0.25,Game Experience,Negative
video82,0.75,Game Design,Positive
video15,0.652,Audience Reaction,Positive
video4,0.35,Audience Reaction,Negative
video3,0.5,Information Share,Neutral
video59,0.25,Social Interaction,Negative
video82,0.75,Social Interaction,Positive
video82,0.25,Audience Reaction,Negative
video117,0.25,Audience Reaction,Negative
video3,0.5,Information Share,Neutral
video84,0.5,Game Design,Neutral
video2,0.925,Audience Reaction,Highly Positive
video16,0.925,Social Interaction,Highly Positive
video41,0.95,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video4,0.65,Social Interaction,Positive
video16,0.925,Social Interaction,Highly Positive
video9,0.85,Audience Reaction,Highly Positive
video62,0.65,Audience Feedback,Positive
video45,0.925,Game Experience,Highly Positive
video56,0.925,Social Interaction,Highly Positive
video82,0.357,Audience Reaction,Negative
video111,0.25,Audience Anticipation,Negative
video82,0.35,Social Interaction,Negative
video51,0.5,Game Design,Neutral
video82,0.85,Audience Reaction,Highly Positive
video103,0.5,Game Design,Neutral
video48,0.5,Audience Reaction,Neutral
video82,0.75,Audience Reaction,Positive
video4,0.5,Information Share,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.85,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video9,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video51,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.65,Audience Reaction,Positive
video121,0.925,Audience Reaction,Highly Positive
video4,0.75,Game Plot,Positive
video111,0.5,Social Interaction,Neutral
video82,0.652,Social Interaction,Positive
video16,0.925,Game Plot,Highly Positive
video82,0.5,Social Interaction,Neutral
video106,0.5,Information Share,Neutral
video53,0.25,Audience Feedback,Negative
video51,0.45,Social Interaction,Neutral
video3,0.75,Audience Reaction,Positive
video82,0.85,Game Design,Highly Positive
video23,0.85,Social Interaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video82,0.25,Audience Reaction,Negative
video25,0.65,Audience Reaction,Positive
video83,0.5,Social Interaction,Neutral
video15,0.95,Audience Reaction,Highly Positive
video99,0.5,Game Design,Neutral
video80,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video75,0.95,Audience Reaction,Highly Positive
video2,0.25,Audience Feedback,Negative
video117,0.85,Social Interaction,Highly Positive
video74,0.5,Social Interaction,Neutral
video23,0.5,Social Interaction,Neutral
video76,0.65,Game Plot,Positive
video3,0.925,Audience Reaction,Highly Positive
video87,0.25,Audience Reaction,Negative
video61,0.235,Social Interaction,Negative
video53,0.925,Audience Anticipation,Highly Positive
video2,0.15,Progress and Updates,Highly Negative
video67,0.5,Social Interaction,Neutral
video66,0.65,Game Experience,Positive
video82,0.5,Audience Reaction,Neutral
video3,0.75,Game Design,Positive
video3,0.925,Game Design,Highly Positive
video8,0.85,Game Experience,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video117,0.95,Game Design,Highly Positive
video82,0.65,Game Plot,Positive
video91,0.85,Audience Reaction,Highly Positive
video82,0.75,Social Interaction,Positive
video3,0.925,Game Design,Highly Positive
video45,0.925,Game Experience,Highly Positive
video4,0.85,Social Interaction,Highly Positive
video82,0.5,Game Design,Neutral
video75,0.75,Information Share,Positive
video82,0.65,Game Plot,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Game Plot,Neutral
video82,0.85,Game Plot,Highly Positive
video75,0.25,Audience Reaction,Negative
video83,0.5,Game Plot,Neutral
video53,0.925,Audience Feedback,Highly Positive
video82,0.5,Social Interaction,Neutral
video80,0.253,Social Interaction,Negative
video107,0.85,Game Plot,Highly Positive
video16,0.654,Game Design,Positive
video84,0.25,Social Interaction,Negative
video117,0.25,Social Interaction,Negative
video23,0.5,Game Plot,Neutral
video82,0.25,Game Plot,Negative
video24,0.25,Audience Feedback,Negative
video8,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video23,0.5,Social Interaction,Neutral
video41,0.95,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video94,0.5,Audience Reaction,Neutral
video82,0.25,Audience Reaction,Negative
video97,0.5,Social Interaction,Neutral
video111,0.65,Audience Reaction,Positive
video85,0.5,Social Interaction,Neutral
video3,0.5,Game Requirement,Neutral
video53,0.15,Audience Feedback,Highly Negative
video3,0.85,Game Design,Highly Positive
video121,0.75,Audience Anticipation,Positive
video81,0.85,Game Requirement,Highly Positive
video82,0.25,Social Interaction,Negative
video82,0.65,Game Experience,Positive
video23,0.5,Game Requirement,Neutral
video106,0.5,Game Experience,Neutral
video82,0.5,Social Interaction,Neutral
video117,0.925,Audience Reaction,Highly Positive
video3,0.95,Game Design,Highly Positive
video111,0.25,Social Interaction,Negative
video23,0.5,Game Plot,Neutral
video15,0.5,Social Interaction,Neutral
video82,0.75,Game Plot,Positive
video114,0.75,Social Interaction,Positive
video82,0.85,Social Interaction,Highly Positive
video117,0.85,Audience Reaction,Highly Positive
video39,0.9,Audience Reaction,Highly Positive
video82,0.25,Game Experience,Negative
video82,0.5,Audience Reaction,Neutral
video37,0.5,Social Interaction,Neutral
video82,0.65,Audience Anticipation,Positive
video106,0.75,Game Design,Positive
video4,0.75,Game Design,Positive
video106,0.35,Game Experience,Negative
video84,0.5,Social Interaction,Neutral
video82,0.65,Social Interaction,Positive
video75,0.45,Audience Reaction,Neutral
video92,0.456,Audience Reaction,Neutral
video92,0.456,Audience Reaction,Neutral
video3,0.25,Audience Reaction,Negative
video53,0.25,Audience Reaction,Negative
video5,0.5,Audience Anticipation,Neutral
video82,0.5,Game Design,Neutral
video47,0.75,Game Design,Positive
video71,0.75,Audience Reaction,Positive
video2,0.25,Audience Reaction,Negative
video82,0.65,Game Plot,Positive
video82,0.9,Audience Reaction,Highly Positive
video117,0.25,Game Plot,Negative
video82,0.5,Social Interaction,Neutral
video42,0.925,Social Interaction,Highly Positive
video83,0.75,Social Interaction,Positive
video111,0.357,Audience Reaction,Negative
video106,0.5,Information Share,Neutral
video19,0.925,Audience Reaction,Highly Positive
video4,0.5,Social Interaction,Neutral
video50,0.925,Game Experience,Highly Positive
video21,0.5,Information Share,Neutral
video3,0.888,Information Share,Highly Positive
video2,0.25,Game Requirement,Negative
video4,0.75,Audience Reaction,Positive
video54,0.852,Audience Reaction,Highly Positive
video46,0.95,Audience Reaction,Highly Positive
video51,0.5,Social Interaction,Neutral
video55,0.5,Game Design,Neutral
video54,0.456,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video3,0.5,Social Interaction,Neutral
video81,0.5,Social Interaction,Neutral
video82,0.5,Game Design,Neutral
video59,0.5,Audience Reaction,Neutral
video82,0.5,Game Plot,Neutral
video82,0.35,Game Experience,Negative
video23,0.85,Audience Reaction,Highly Positive
video55,0.5,Game Plot,Neutral
video82,0.5,Game Plot,Neutral
video66,0.25,Audience Reaction,Negative
video16,0.5,Audience Reaction,Neutral
video114,0.5,Game Plot,Neutral
video36,0.85,Audience Anticipation,Highly Positive
video3,0.85,Social Interaction,Highly Positive
video106,0.5,Game Experience,Neutral
video75,0.25,Audience Feedback,Negative
video82,0.5,Audience Reaction,Neutral
video119,0.0,Game Design,Highly Negative
video61,0.652,Game Experience,Positive
video82,0.5,Audience Reaction,Neutral
video46,0.25,Audience Reaction,Negative
video2,0.85,Audience Reaction,Highly Positive
video82,0.85,Game Design,Highly Positive
video55,0.85,Audience Reaction,Highly Positive
video82,0.65,Game Design,Positive
video8,0.85,Social Interaction,Highly Positive
video19,0.5,Social Interaction,Neutral
video51,0.45,Social Interaction,Neutral
video82,0.153,Audience Reaction,Highly Negative
video106,0.925,Game Design,Highly Positive
video55,0.925,Audience Reaction,Highly Positive
video117,0.5,Audience Reaction,Neutral
video38,0.15,Audience Feedback,Highly Negative
video16,0.25,Game Design,Negative
video3,0.925,Game Plot,Highly Positive
video104,0.35,Game Plot,Negative
video60,0.65,Game Experience,Positive
video3,0.456,Audience Reaction,Neutral
video117,0.925,Audience Reaction,Highly Positive
video121,0.35,Audience Reaction,Negative
video4,0.5,Information Share,Neutral
video20,0.25,Social Interaction,Negative
video21,0.75,Social Interaction,Positive
video82,0.75,Game Plot,Positive
video82,0.5,Social Interaction,Neutral
video82,0.35,Game Plot,Negative
video59,0.925,Game Design,Highly Positive
video89,0.65,Audience Feedback,Positive
video87,0.75,Game Experience,Positive
video3,0.25,Game Design,Negative
video6,0.85,Game Plot,Highly Positive
video53,0.925,Audience Reaction,Highly Positive
video9,0.25,Social Interaction,Negative
video50,0.25,Audience Feedback,Negative
video106,0.25,Social Interaction,Negative
video9,0.5,Audience Anticipation,Neutral
video23,0.75,Audience Reaction,Positive
video82,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.35,Audience Feedback,Negative
video82,0.652,Audience Reaction,Positive
video87,0.0,Social Interaction,Highly Negative
video24,0.5,Social Interaction,Neutral
video30,0.85,Game Design,Highly Positive
video81,0.5,Game Plot,Neutral
video44,0.5,Audience Anticipation,Neutral
video59,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Game Experience,Neutral
video82,0.5,Social Interaction,Neutral
video4,0.75,Audience Anticipation,Positive
video52,0.5,Social Interaction,Neutral
video59,0.85,Game Design,Highly Positive
video41,0.925,Game Design,Highly Positive
video82,0.25,Game Plot,Negative
video4,0.85,Game Experience,Highly Positive
video53,0.45,Audience Feedback,Neutral
video82,0.5,Social Interaction,Neutral
video62,0.75,Game Plot,Positive
video82,0.925,Game Design,Highly Positive
video16,0.915,Audience Feedback,Highly Positive
video8,0.85,Audience Anticipation,Highly Positive
video82,0.0,Audience Anticipation,Highly Negative
video82,0.65,Social Interaction,Positive
video66,0.925,Game Design,Highly Positive
