video,Sentiment Score,C-Label,IP,S-Label
video2,0.5,Game Design,Zhejiang,Neutral
video3,0.15,Game Plot,Guizhou,Highly Negative
video6,0.25,Audience Reaction,Guangdong,Negative
video55,0.85,Audience Reaction,Liaoning,Highly Positive
video49,0.75,Game Plot,Guangdong,Positive
video83,0.25,Audience Feedback,Guangxi,Negative
video6,0.5,Social Interaction,Fujian,Neutral
video50,0.75,Audience Reaction,Zhejiang,Positive
video14,0.925,Game Design,Sichuan,Highly Positive
video1,0.5,Game Plot,Zhejiang,Neutral
video80,0.75,Social Interaction,Shandong,Positive
video60,0.35,Game Experience,Guangdong,Negative
video56,0.25,Game Plot,Inner Mongolia,Negative
video88,0.45,Game Experience,Fujian,Neutral
video17,0.95,Social Interaction,Jiangsu,Highly Positive
video82,0.25,Game Experience,Guangdong,Negative
video88,0.789,Game Experience,Sichuan,Positive
video76,0.5,Progress and Updates,Hainan,Neutral
video17,0.85,Social Interaction,Jiangxi,Highly Positive
video21,0.85,Social Interaction,Jiangsu,Highly Positive
video80,0.95,Social Interaction,Zhejiang,Highly Positive
video1,0.65,Game Plot,Zhejiang,Positive
video55,0.852,Game Plot,Anhui,Highly Positive
video79,0.85,Progress and Updates,Shandong,Highly Positive
video50,0.5,Game Plot,Guangdong,Neutral
video2,0.75,Audience Reaction,Guangdong,Positive
video80,0.456,Game Experience,Shanghai,Neutral
video59,0.75,Game Plot,Yunnan,Positive
video60,0.85,Audience Anticipation,Liaoning,Highly Positive
video88,0.15,Social Interaction,Beijing,Highly Negative
video42,0.85,Audience Reaction,Shandong,Highly Positive
video49,0.85,Social Interaction,Shandong,Highly Positive
video56,0.75,Game Plot,Sichuan,Positive
video48,0.5,Game Design,Anhui,Neutral
video1,0.45,Audience Reaction,Hunan,Neutral
video1,0.75,Social Interaction,Liaoning,Positive
video28,0.25,Audience Reaction,Guangdong,Negative
video57,0.5,Audience Reaction,Guangdong,Neutral
video48,0.15,Audience Reaction,Fujian,Highly Negative
video54,0.85,Audience Reaction,Henan,Highly Positive
video1,0.925,Game Plot,Guangdong,Highly Positive
video67,0.85,Social Interaction,Hunan,Highly Positive
video54,0.75,Social Interaction,Shandong,Positive
video80,0.5,Game Experience,Hunan,Neutral
video56,0.5,Social Interaction,Guangdong,Neutral
video82,0.85,Audience Reaction,Liaoning,Highly Positive
video67,0.25,Game Experience,Zhejiang,Negative
video25,0.0,Social Interaction,Guangdong,Highly Negative
video11,0.9,Social Interaction,Jiangsu,Highly Positive
video46,0.5,Social Interaction,Hebei,Neutral
video80,0.5,Social Interaction,Hunan,Neutral
video35,0.5,Social Interaction,Heilongjiang,Neutral
video80,0.5,Game Plot,Jiangxi,Neutral
video48,0.75,Social Interaction,Sichuan,Positive
video17,0.95,Social Interaction,Hebei,Highly Positive
video60,0.25,Game Experience,Guangdong,Negative
video8,0.45,Audience Reaction,Inner Mongolia,Neutral
video28,0.456,Game Requirement,Hebei,Neutral
video56,0.85,Social Interaction,Shandong,Highly Positive
video11,0.925,Audience Reaction,Liaoning,Highly Positive
video54,0.5,Social Interaction,Guangdong,Neutral
video14,0.925,Social Interaction,Hubei,Highly Positive
video80,0.85,Audience Reaction,Gansu,Highly Positive
video56,0.85,Audience Reaction,Fujian,Highly Positive
video83,0.95,Audience Reaction,Hunan,Highly Positive
video22,0.852,Game Plot,Yunnan,Highly Positive
video46,0.5,Social Interaction,Beijing,Neutral
video80,0.85,Social Interaction,Hunan,Highly Positive
video81,0.75,Game Design,Jilin,Positive
video59,0.95,Game Experience,Jiangsu,Highly Positive
video56,0.85,Game Plot,Anhui,Highly Positive
video59,0.25,Game Experience,Henan,Negative
video28,0.999,Social Interaction,Anhui,Highly Positive
video56,0.5,Game Experience,Anhui,Neutral
video60,0.543,Game Experience,Guangdong,Neutral
video59,0.65,Game Experience,Beijing,Positive
video26,0.75,Audience Feedback,Shandong,Positive
video80,0.75,Social Interaction,Shanxi,Positive
video6,0.5,Social Interaction,Hubei,Neutral
video64,0.85,Game Plot,Hebei,Highly Positive
video70,0.5,Social Interaction,Tianjin,Neutral
video6,0.45,Audience Reaction,Unknown,Neutral
video10,0.5,Social Interaction,Sichuan,Neutral
video41,0.153,Game Plot,Tianjin,Highly Negative
video47,0.5,Audience Reaction,Beijing,Neutral
video50,0.253,Audience Feedback,Jiangsu,Negative
video75,0.85,Social Interaction,Chongqing,Highly Positive
video80,0.85,Social Interaction,Guangdong,Highly Positive
video14,0.985,Social Interaction,Guangdong,Highly Positive
video81,0.75,Game Experience,Shandong,Positive
video82,0.5,Social Interaction,Henan,Neutral
video46,0.75,Social Interaction,Henan,Positive
video58,0.85,Audience Reaction,Unknown,Highly Positive
video62,0.5,Audience Reaction,Hunan,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video13,0.75,Social Interaction,Henan,Positive
video54,0.85,Audience Feedback,Unknown,Highly Positive
video1,0.65,Audience Reaction,Jiangsu,Positive
video56,0.852,Game Design,Hubei,Highly Positive
video56,0.35,Social Interaction,Guangdong,Negative
video82,0.85,Social Interaction,Beijing,Highly Positive
video59,0.999,Social Interaction,Hunan,Highly Positive
video80,0.5,Social Interaction,Zhejiang,Neutral
video49,0.85,Social Interaction,Guangxi,Highly Positive
video28,0.5,Progress and Updates,Shandong,Neutral
video6,0.5,Audience Reaction,Guangdong,Neutral
video7,0.85,Game Experience,Liaoning,Highly Positive
video80,0.45,Audience Reaction,Anhui,Neutral
video81,0.85,Social Interaction,Guizhou,Highly Positive
video6,0.85,Social Interaction,Shanxi,Highly Positive
video59,0.85,Social Interaction,Guangdong,Highly Positive
video81,0.75,Game Experience,Sichuan,Positive
video82,0.75,Social Interaction,Anhui,Positive
video80,0.35,Audience Reaction,Guangdong,Negative
video28,0.5,Social Interaction,Shaanxi,Neutral
video14,0.75,Social Interaction,Guangxi,Positive
video15,0.25,Social Interaction,Sichuan,Negative
video80,0.925,Audience Reaction,Xinjiang,Highly Positive
video49,0.5,Social Interaction,Guangxi,Neutral
video88,0.925,Social Interaction,Tianjin,Highly Positive
video6,0.5,Social Interaction,Henan,Neutral
video47,0.85,Audience Reaction,Zhejiang,Highly Positive
video86,0.95,Audience Reaction,Jiangsu,Highly Positive
video14,0.85,Social Interaction,Zhejiang,Highly Positive
video47,0.85,Information Share,Guangdong,Highly Positive
video46,0.888,Social Interaction,Hebei,Highly Positive
video56,0.75,Audience Reaction,Zhejiang,Positive
video14,0.5,Social Interaction,Shaanxi,Neutral
video6,0.45,Social Interaction,Zhejiang,Neutral
video6,0.75,Social Interaction,Hong Kong,Positive
video80,0.5,Social Interaction,Shanxi,Neutral
video6,0.75,Audience Reaction,Unknown,Positive
video11,0.85,Audience Reaction,Guangdong,Highly Positive
video46,0.75,Progress and Updates,Guangdong,Positive
video47,0.925,Game Design,Anhui,Highly Positive
video6,0.5,Social Interaction,Hubei,Neutral
video15,0.85,Game Design,Hebei,Highly Positive
video88,0.5,Social Interaction,Shandong,Neutral
video1,0.925,Game Plot,Jiangsu,Highly Positive
video50,0.85,Game Plot,Guangxi,Highly Positive
video89,0.5,Social Interaction,Shandong,Neutral
video75,0.5,Social Interaction,Inner Mongolia,Neutral
video1,0.95,Social Interaction,Gansu,Highly Positive
video7,0.65,Game Experience,Guangdong,Positive
video42,0.5,Social Interaction,Henan,Neutral
video79,0.45,Social Interaction,Hunan,Neutral
video28,0.925,Audience Reaction,Zhejiang,Highly Positive
video44,0.5,Audience Reaction,Guangdong,Neutral
video80,0.925,Audience Reaction,Shandong,Highly Positive
video6,0.5,Social Interaction,Liaoning,Neutral
video76,0.456,Game Experience,Guangdong,Neutral
video28,0.75,Audience Anticipation,Shandong,Positive
video78,0.45,Game Experience,Anhui,Neutral
video48,0.456,Audience Reaction,Shanxi,Neutral
video60,0.75,Audience Reaction,Sichuan,Positive
video11,0.15,Social Interaction,Unknown,Highly Negative
video56,0.5,Social Interaction,Fujian,Neutral
video57,0.5,Game Design,Sichuan,Neutral
video82,0.5,Social Interaction,Guangxi,Neutral
video28,0.85,Game Plot,Henan,Highly Positive
video6,0.95,Social Interaction,Guangdong,Highly Positive
video17,0.5,Social Interaction,Tianjin,Neutral
video6,0.85,Game Plot,Henan,Highly Positive
video17,0.85,Game Experience,Shanghai,Highly Positive
video7,0.35,Game Experience,Zhejiang,Negative
video6,0.35,Social Interaction,Fujian,Negative
video14,0.925,Audience Reaction,Henan,Highly Positive
video6,0.75,Social Interaction,Hunan,Positive
video82,0.5,Audience Reaction,Zhejiang,Neutral
video67,0.5,Social Interaction,Guangxi,Neutral
video6,0.5,Social Interaction,Inner Mongolia,Neutral
video14,0.95,Audience Reaction,Shanghai,Highly Positive
video2,0.85,Game Plot,Gansu,Highly Positive
video75,0.753,Game Plot,Hunan,Positive
video11,0.456,Game Experience,Guangdong,Neutral
video42,0.654,Audience Feedback,Shandong,Positive
video11,0.85,Audience Reaction,Qinghai,Highly Positive
video60,0.5,Audience Reaction,Shanxi,Neutral
video64,0.925,Audience Reaction,Zhejiang,Highly Positive
video59,0.95,Social Interaction,Hubei,Highly Positive
video6,0.5,Social Interaction,Jiangxi,Neutral
video83,0.75,Game Experience,Shanghai,Positive
video29,0.75,Game Plot,Fujian,Positive
video50,0.5,Audience Reaction,Sichuan,Neutral
video60,0.852,Game Experience,Shandong,Highly Positive
video6,0.5,Social Interaction,Liaoning,Neutral
video60,0.5,Audience Feedback,Hainan,Neutral
video86,0.75,Game Experience,Hubei,Positive
video1,0.65,Game Experience,Chongqing,Positive
video41,0.85,Audience Reaction,Sichuan,Highly Positive
video41,0.5,Game Plot,Henan,Neutral
video6,0.45,Social Interaction,Zhejiang,Neutral
video6,0.85,Social Interaction,Tianjin,Highly Positive
video46,0.5,Social Interaction,Guangdong,Neutral
video14,0.95,Social Interaction,Chongqing,Highly Positive
video6,0.85,Audience Reaction,Guangxi,Highly Positive
video80,0.75,Audience Reaction,Shanghai,Positive
video56,0.456,Audience Reaction,Chongqing,Neutral
video40,0.85,Social Interaction,Tianjin,Highly Positive
video46,0.852,Game Plot,Liaoning,Highly Positive
video55,0.925,Audience Anticipation,Shanxi,Highly Positive
video28,0.957,Audience Reaction,Guangdong,Highly Positive
video7,0.95,Social Interaction,Yunnan,Highly Positive
video80,0.85,Audience Reaction,Zhejiang,Highly Positive
video1,0.999,Social Interaction,Hebei,Highly Positive
video80,0.5,Social Interaction,Guangdong,Neutral
video14,0.456,Audience Reaction,Sichuan,Neutral
video56,0.65,Audience Reaction,Jilin,Positive
video50,0.85,Game Plot,Shandong,Highly Positive
video56,0.5,Social Interaction,Hubei,Neutral
video81,0.752,Social Interaction,Henan,Positive
video17,0.925,Audience Reaction,Shandong,Highly Positive
video56,0.95,Audience Reaction,Shanghai,Highly Positive
video14,0.85,Social Interaction,Jiangsu,Highly Positive
video15,0.45,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Shanghai,Neutral
video5,0.852,Audience Reaction,Guangdong,Highly Positive
video56,0.5,Game Experience,Jilin,Neutral
video6,0.75,Audience Reaction,Jiangsu,Positive
video67,0.85,Social Interaction,Henan,Highly Positive
video42,0.35,Audience Reaction,Liaoning,Negative
video6,0.456,Audience Reaction,Hebei,Neutral
video40,0.925,Audience Reaction,Beijing,Highly Positive
video6,0.5,Social Interaction,Beijing,Neutral
video59,0.205,Audience Feedback,Guangdong,Negative
video55,0.5,Social Interaction,Inner Mongolia,Neutral
video88,0.75,Game Experience,Shaanxi,Positive
video2,0.5,Social Interaction,Guangxi,Neutral
video17,0.95,Audience Reaction,Hubei,Highly Positive
video1,0.5,Social Interaction,Chongqing,Neutral
video44,0.925,Social Interaction,Shaanxi,Highly Positive
video6,0.75,Social Interaction,Beijing,Positive
video11,0.95,Audience Reaction,Anhui,Highly Positive
video74,0.5,Game Experience,Hubei,Neutral
video50,0.925,Game Experience,Shandong,Highly Positive
video6,0.5,Social Interaction,Hubei,Neutral
video83,0.5,Game Design,Hubei,Neutral
video6,0.85,Audience Reaction,Guangdong,Highly Positive
video11,0.95,Social Interaction,Guangdong,Highly Positive
video2,0.412,Audience Reaction,Jiangsu,Neutral
video80,0.85,Audience Reaction,Sichuan,Highly Positive
video47,0.75,Audience Reaction,Sichuan,Positive
video46,0.453,Audience Feedback,Zhejiang,Neutral
video56,0.15,Audience Reaction,Guangdong,Highly Negative
video58,0.65,Audience Reaction,Guangdong,Positive
video60,0.456,Audience Reaction,Shaanxi,Neutral
video41,0.5,Social Interaction,Zhejiang,Neutral
video17,0.85,Social Interaction,Fujian,Highly Positive
video50,0.925,Audience Reaction,Jiangsu,Highly Positive
video17,0.85,Audience Reaction,Zhejiang,Highly Positive
video46,0.85,Game Plot,Ningxia,Highly Positive
video14,0.925,Audience Reaction,Heilongjiang,Highly Positive
video17,0.95,Game Experience,Shandong,Highly Positive
video55,0.75,Audience Reaction,Jilin,Positive
video1,0.75,Game Plot,Jiangsu,Positive
video67,0.85,Audience Anticipation,Shaanxi,Highly Positive
video14,0.95,Audience Reaction,Guangdong,Highly Positive
video26,0.15,Audience Feedback,Jiangsu,Highly Negative
video56,0.35,Social Interaction,Hebei,Negative
video81,0.65,Game Experience,Beijing,Positive
video14,0.85,Game Design,Hebei,Highly Positive
video55,0.75,Audience Reaction,Hebei,Positive
video46,0.5,Game Plot,Shanghai,Neutral
video47,0.5,Social Interaction,Jiangsu,Neutral
video6,0.5,Social Interaction,Gansu,Neutral
video46,0.5,Game Experience,Hubei,Neutral
video89,0.75,Game Experience,Sichuan,Positive
video6,0.45,Audience Reaction,Shandong,Neutral
video6,0.0,Social Interaction,Hubei,Highly Negative
video54,0.75,Game Plot,Inner Mongolia,Positive
video62,0.5,Game Plot,Jiangsu,Neutral
video59,0.5,Game Experience,Guangxi,Neutral
video50,0.65,Audience Reaction,Beijing,Positive
video10,0.95,Social Interaction,Guangdong,Highly Positive
video2,0.999,Social Interaction,Jilin,Highly Positive
video54,0.925,Audience Reaction,Sichuan,Highly Positive
video89,0.85,Social Interaction,Guangxi,Highly Positive
video6,0.5,Game Design,Shaanxi,Neutral
video88,0.75,Game Design,Hebei,Positive
video82,0.45,Social Interaction,Hebei,Neutral
video88,0.65,Game Design,Beijing,Positive
video49,0.85,Social Interaction,Shanghai,Highly Positive
video26,0.25,Social Interaction,Guangdong,Negative
video59,0.5,Game Design,Guangdong,Neutral
video80,0.35,Audience Reaction,Shaanxi,Negative
video7,0.456,Audience Reaction,Henan,Neutral
video6,0.95,Audience Reaction,Heilongjiang,Highly Positive
video57,0.5,Audience Reaction,Beijing,Neutral
video56,0.5,Audience Reaction,Beijing,Neutral
video75,0.925,Audience Reaction,Guangdong,Highly Positive
video75,0.35,Audience Feedback,Shanxi,Negative
video75,0.25,Social Interaction,Guangxi,Negative
video80,0.75,Social Interaction,Henan,Positive
video47,0.5,Game Design,Beijing,Neutral
video80,0.5,Social Interaction,Hunan,Neutral
video14,0.652,Game Plot,Guangdong,Positive
video59,0.456,Game Experience,Jilin,Neutral
video59,0.85,Game Plot,Guangxi,Highly Positive
video11,0.5,Social Interaction,Jiangxi,Neutral
video14,0.95,Audience Reaction,Guangxi,Highly Positive
video21,0.5,Social Interaction,Shandong,Neutral
video14,0.75,Social Interaction,Hubei,Positive
video6,0.75,Audience Reaction,Shandong,Positive
video55,0.75,Audience Reaction,Hubei,Positive
video2,0.75,Audience Reaction,Jiangsu,Positive
video56,0.15,Audience Reaction,Beijing,Highly Negative
video47,0.75,Audience Reaction,Hubei,Positive
video6,0.15,Audience Feedback,Guangdong,Highly Negative
video59,0.5,Social Interaction,Heilongjiang,Neutral
video1,0.85,Game Plot,Guangdong,Highly Positive
video59,0.5,Social Interaction,Liaoning,Neutral
video73,0.5,Social Interaction,Hebei,Neutral
video81,0.456,Game Experience,Zhejiang,Neutral
video6,0.25,Audience Reaction,Chongqing,Negative
video22,0.95,Game Design,Guangdong,Highly Positive
video80,0.85,Social Interaction,Chongqing,Highly Positive
video6,0.95,Social Interaction,Beijing,Highly Positive
video75,0.999,Audience Reaction,Hunan,Highly Positive
video69,0.852,Game Experience,Guangdong,Highly Positive
video49,0.85,Audience Reaction,Jiangsu,Highly Positive
video86,0.85,Social Interaction,Jilin,Highly Positive
video81,0.75,Game Design,Jiangsu,Positive
video88,0.5,Social Interaction,Hubei,Neutral
video14,0.5,Social Interaction,Hainan,Neutral
video79,0.75,Game Requirement,Shanghai,Positive
video54,0.5,Social Interaction,Sichuan,Neutral
video80,0.35,Game Experience,Jiangsu,Negative
video28,0.75,Game Experience,Beijing,Positive
video14,0.667,Audience Reaction,Jiangsu,Positive
video76,0.5,Game Requirement,Sichuan,Neutral
video80,0.5,Social Interaction,Guangdong,Neutral
video28,0.925,Game Plot,Zhejiang,Highly Positive
video6,0.5,Social Interaction,Beijing,Neutral
video60,0.85,Game Plot,Yunnan,Highly Positive
video6,0.5,Social Interaction,Xinjiang,Neutral
video78,0.5,Game Experience,Shanghai,Neutral
video14,0.5,Social Interaction,Heilongjiang,Neutral
video10,0.5,Social Interaction,Henan,Neutral
video14,0.852,Social Interaction,Jiangxi,Highly Positive
video14,0.85,Social Interaction,Zhejiang,Highly Positive
video6,0.5,Social Interaction,Fujian,Neutral
video60,0.789,Audience Reaction,Anhui,Positive
video56,0.25,Audience Reaction,Hubei,Negative
video11,0.85,Audience Reaction,Guizhou,Highly Positive
video80,1.0,Audience Reaction,Shaanxi,Highly Positive
video14,0.65,Social Interaction,Zhejiang,Positive
video80,0.75,Social Interaction,Hebei,Positive
video88,0.5,Social Interaction,Anhui,Neutral
video1,0.75,Game Experience,Guangdong,Positive
video80,0.75,Audience Reaction,Chongqing,Positive
video56,0.85,Game Plot,Shandong,Highly Positive
video67,0.5,Social Interaction,Sichuan,Neutral
video81,0.5,Social Interaction,Zhejiang,Neutral
video54,0.85,Social Interaction,Zhejiang,Highly Positive
video11,0.15,Progress and Updates,Zhejiang,Highly Negative
video59,0.5,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Chongqing,Neutral
video65,0.95,Audience Reaction,Beijing,Highly Positive
video48,0.85,Game Plot,Jilin,Highly Positive
video80,0.75,Audience Reaction,Beijing,Positive
video59,0.5,Game Design,Shandong,Neutral
video80,0.5,Social Interaction,Henan,Neutral
video44,0.789,Game Plot,Guangdong,Positive
