video,Sentiment Score,Classification,Label
video21,0.95,Social Interaction,Highly Positive
video114,0.5,Information Share,Neutral
video82,0.5,Social Interaction,Neutral
video55,0.85,Audience Reaction,Highly Positive
video16,0.925,Audience Anticipation,Highly Positive
video66,0.85,Audience Reaction,Highly Positive
video48,0.5,Audience Reaction,Neutral
video32,0.5,Game Design,Neutral
video39,0.75,Audience Reaction,Positive
video3,0.5,Game Plot,Neutral
video33,0.95,Audience Anticipation,Highly Positive
video2,0.15,Audience Anticipation,Highly Negative
video43,0.65,Game Requirement,Positive
video82,0.5,Audience Reaction,Neutral
video53,0.75,Audience Feedback,Positive
video50,0.35,Game Requirement,Negative
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.75,Audience Reaction,Positive
video106,0.5,Game Design,Neutral
video82,0.75,Game Design,Positive
video60,0.85,Audience Reaction,Highly Positive
video2,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.9,Audience Reaction,Highly Positive
video3,0.35,Audience Reaction,Negative
video23,0.65,Audience Reaction,Positive
video3,0.25,Audience Anticipation,Negative
video75,0.925,Audience Reaction,Highly Positive
video112,0.85,Audience Reaction,Highly Positive
video55,0.75,Audience Reaction,Positive
video48,0.75,Audience Reaction,Positive
video82,0.25,Social Interaction,Negative
video3,0.5,Information Share,Neutral
video49,0.5,Social Interaction,Neutral
video82,0.453,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video25,0.254,Social Interaction,Negative
video82,0.5,Audience Reaction,Neutral
video82,0.0,Social Interaction,Highly Negative
video82,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.15,Audience Reaction,Highly Negative
video4,0.925,Progress and Updates,Highly Positive
video51,0.5,Social Interaction,Neutral
video76,0.852,Game Experience,Highly Positive
video60,0.35,Progress and Updates,Negative
video60,0.35,Game Experience,Negative
video82,0.451,Audience Reaction,Neutral
video4,0.85,Audience Reaction,Highly Positive
video82,0.65,Game Experience,Positive
video3,0.9,Audience Reaction,Highly Positive
video2,0.95,Audience Reaction,Highly Positive
video82,0.75,Audience Anticipation,Positive
video75,0.925,Social Interaction,Highly Positive
video8,0.85,Audience Reaction,Highly Positive
video2,0.5,Information Share,Neutral
video82,0.25,Social Interaction,Negative
video82,0.5,Audience Anticipation,Neutral
video103,0.95,Audience Reaction,Highly Positive
video114,0.5,Social Interaction,Neutral
video36,0.75,Information Share,Positive
video54,0.75,Social Interaction,Positive
video59,0.25,Audience Reaction,Negative
video81,0.5,Game Requirement,Neutral
video116,0.85,Information Share,Highly Positive
video9,0.25,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video52,0.888,Information Share,Highly Positive
video42,0.95,Game Design,Highly Positive
video82,0.75,Game Plot,Positive
video82,0.75,Game Design,Positive
video82,0.35,Game Design,Negative
video82,0.45,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video73,0.6,Game Plot,Positive
video82,0.45,Game Plot,Neutral
video60,0.35,Audience Reaction,Negative
video76,0.65,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video42,0.95,Audience Reaction,Highly Positive
video81,0.25,Audience Feedback,Negative
video76,0.5,Game Design,Neutral
video82,0.25,Audience Reaction,Negative
video82,0.5,Game Plot,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.85,Audience Reaction,Highly Positive
video67,0.45,Audience Reaction,Neutral
video82,0.925,Audience Reaction,Highly Positive
video121,0.85,Audience Reaction,Highly Positive
video8,0.65,Game Design,Positive
video48,0.75,Audience Reaction,Positive
video82,0.35,Social Interaction,Negative
video76,0.85,Audience Reaction,Highly Positive
video82,0.0,Game Design,Highly Negative
video53,0.85,Audience Reaction,Highly Positive
video67,0.5,Social Interaction,Neutral
video112,0.75,Audience Reaction,Positive
video3,0.5,Game Experience,Neutral
video82,0.25,Audience Reaction,Negative
video82,0.456,Audience Reaction,Neutral
video24,0.25,Audience Reaction,Negative
video8,0.925,Audience Reaction,Highly Positive
video38,0.25,Social Interaction,Negative
video87,0.453,Game Experience,Neutral
video4,0.5,Social Interaction,Neutral
video82,0.456,Audience Reaction,Neutral
video10,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video80,0.35,Game Experience,Negative
video4,0.5,Social Interaction,Neutral
video121,0.65,Social Interaction,Positive
video24,0.852,Audience Feedback,Highly Positive
video117,0.5,Social Interaction,Neutral
video8,0.75,Audience Reaction,Positive
video70,0.75,Game Plot,Positive
video80,0.925,Audience Feedback,Highly Positive
video79,0.15,Audience Reaction,Highly Negative
video106,0.25,Game Experience,Negative
video6,0.5,Social Interaction,Neutral
video82,0.25,Social Interaction,Negative
video82,0.85,Game Plot,Highly Positive
video16,0.85,Audience Feedback,Highly Positive
video98,0.5,Information Share,Neutral
video82,0.65,Audience Reaction,Positive
video82,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video98,0.15,Audience Reaction,Highly Negative
video82,0.5,Social Interaction,Neutral
video2,0.75,Audience Reaction,Positive
video2,0.5,Game Plot,Neutral
video117,0.85,Game Plot,Highly Positive
video25,0.5,Game Experience,Neutral
video82,0.5,Audience Anticipation,Neutral
video23,0.65,Game Design,Positive
video10,0.75,Audience Anticipation,Positive
video4,0.5,Social Interaction,Neutral
video3,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.85,Social Interaction,Highly Positive
video33,0.985,Audience Anticipation,Highly Positive
video3,0.25,Game Requirement,Negative
video104,0.5,Social Interaction,Neutral
video75,0.753,Audience Reaction,Positive
video3,0.65,Audience Feedback,Positive
video82,0.15,Audience Reaction,Highly Negative
video82,0.75,Game Design,Positive
video82,0.65,Game Experience,Positive
video2,0.5,Game Requirement,Neutral
video82,0.5,Audience Reaction,Neutral
video62,0.5,Information Share,Neutral
video82,0.5,Game Plot,Neutral
video96,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video55,0.95,Game Design,Highly Positive
video10,0.75,Audience Reaction,Positive
video100,0.85,Audience Reaction,Highly Positive
video66,0.5,Information Share,Neutral
video82,0.5,Game Design,Neutral
video82,0.5,Social Interaction,Neutral
video8,0.5,Information Share,Neutral
video3,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video4,0.65,Social Interaction,Positive
video82,0.75,Audience Reaction,Positive
video2,0.985,Audience Reaction,Highly Positive
video23,0.5,Information Share,Neutral
video97,0.35,Game Design,Negative
video25,0.65,Game Experience,Positive
video53,0.925,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Audience Reaction,Neutral
video60,0.85,Game Experience,Highly Positive
video34,0.925,Audience Feedback,Highly Positive
video1,0.5,Audience Feedback,Neutral
video46,0.95,Game Design,Highly Positive
video3,0.456,Audience Anticipation,Neutral
video8,0.5,Game Requirement,Neutral
video3,0.25,Audience Feedback,Negative
video9,0.456,Audience Reaction,Neutral
video82,0.25,Audience Reaction,Negative
video82,0.5,Game Plot,Neutral
video84,0.75,Audience Reaction,Positive
video2,0.5,Audience Feedback,Neutral
video82,0.5,Audience Reaction,Neutral
video3,0.15,Audience Feedback,Highly Negative
video82,0.5,Social Interaction,Neutral
video12,0.85,Game Plot,Highly Positive
video16,0.85,Audience Anticipation,Highly Positive
video111,0.35,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video23,0.25,Audience Reaction,Negative
video4,0.652,Audience Reaction,Positive
video47,0.75,Audience Reaction,Positive
video3,0.5,Audience Reaction,Neutral
video102,0.925,Game Requirement,Highly Positive
video53,0.2,Audience Feedback,Negative
video24,0.25,Audience Reaction,Negative
video82,0.45,Game Design,Neutral
video5,0.925,Game Design,Highly Positive
video37,0.95,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video2,0.052,Audience Reaction,Highly Negative
video8,0.5,Information Share,Neutral
video3,0.985,Audience Reaction,Highly Positive
video50,0.985,Audience Reaction,Highly Positive
video70,0.5,Game Design,Neutral
video15,0.45,Social Interaction,Neutral
video67,0.456,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video106,0.95,Information Share,Highly Positive
video80,0.15,Audience Feedback,Highly Negative
video82,0.5,Audience Anticipation,Neutral
video82,0.25,Game Experience,Negative
video4,0.85,Game Plot,Highly Positive
video3,0.75,Game Requirement,Positive
video87,0.75,Audience Reaction,Positive
video28,0.85,Audience Anticipation,Highly Positive
video23,0.75,Audience Reaction,Positive
video23,0.5,Game Requirement,Neutral
video80,0.85,Game Design,Highly Positive
video33,0.5,Game Design,Neutral
video87,0.925,Audience Reaction,Highly Positive
video33,0.95,Social Interaction,Highly Positive
video48,0.5,Audience Reaction,Neutral
video47,0.15,Audience Reaction,Highly Negative
video82,0.0,Audience Feedback,Highly Negative
video82,0.5,Game Experience,Neutral
video15,0.85,Social Interaction,Highly Positive
video102,0.5,Game Requirement,Neutral
video82,0.5,Audience Reaction,Neutral
video104,0.35,Social Interaction,Negative
video51,0.65,Game Design,Positive
video82,0.5,Social Interaction,Neutral
video8,0.75,Audience Reaction,Positive
video3,0.5,Audience Feedback,Neutral
video5,0.925,Audience Reaction,Highly Positive
video82,0.65,Game Plot,Positive
video40,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video67,0.25,Game Plot,Negative
video3,0.65,Audience Reaction,Positive
video92,0.5,Social Interaction,Neutral
video33,0.85,Audience Anticipation,Highly Positive
video50,0.925,Audience Feedback,Highly Positive
video82,0.25,Audience Reaction,Negative
video82,0.785,Game Design,Positive
video54,0.5,Information Share,Neutral
video3,0.65,Audience Reaction,Positive
video106,0.5,Social Interaction,Neutral
video36,0.95,Audience Anticipation,Highly Positive
video117,0.985,Audience Reaction,Highly Positive
video117,0.75,Game Plot,Positive
video59,0.35,Social Interaction,Negative
video111,0.825,Audience Feedback,Highly Positive
video82,0.65,Audience Reaction,Positive
video36,0.2,Audience Feedback,Negative
video3,0.925,Game Plot,Highly Positive
video117,0.95,Audience Reaction,Highly Positive
video117,0.925,Audience Reaction,Highly Positive
video44,0.95,Audience Reaction,Highly Positive
video4,0.45,Social Interaction,Neutral
video59,0.95,Social Interaction,Highly Positive
video62,0.75,Game Experience,Positive
video82,0.75,Audience Anticipation,Positive
video82,0.75,Audience Reaction,Positive
video16,0.456,Social Interaction,Neutral
video4,0.5,Information Share,Neutral
video82,0.75,Game Plot,Positive
video41,0.95,Audience Reaction,Highly Positive
video38,0.5,Game Plot,Neutral
video41,0.95,Audience Reaction,Highly Positive
video20,0.5,Game Plot,Neutral
video104,0.75,Game Plot,Positive
video82,0.5,Game Experience,Neutral
video82,0.5,Audience Feedback,Neutral
video82,0.5,Social Interaction,Neutral
video4,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video8,0.85,Game Requirement,Highly Positive
video82,0.15,Audience Reaction,Highly Negative
video10,0.75,Audience Anticipation,Positive
video82,0.253,Audience Feedback,Negative
video3,0.5,Social Interaction,Neutral
video53,0.75,Game Design,Positive
video41,0.85,Game Design,Highly Positive
video82,0.75,Social Interaction,Positive
video62,0.35,Game Plot,Negative
video80,0.456,Game Experience,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video67,0.65,Game Plot,Positive
video56,0.25,Audience Feedback,Negative
video3,0.5,Game Requirement,Neutral
video82,0.5,Audience Anticipation,Neutral
video46,0.85,Game Experience,Highly Positive
video3,0.925,Audience Reaction,Highly Positive
video62,0.852,Game Plot,Highly Positive
video82,0.35,Audience Reaction,Negative
video121,0.5,Social Interaction,Neutral
video59,0.75,Game Plot,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.35,Social Interaction,Negative
video53,0.25,Audience Feedback,Negative
video82,0.0,Audience Reaction,Highly Negative
video82,0.0,Social Interaction,Highly Negative
video82,0.5,Audience Anticipation,Neutral
video3,0.35,Audience Feedback,Negative
video59,0.85,Information Share,Highly Positive
video3,0.5,Audience Reaction,Neutral
video85,0.5,Information Share,Neutral
video106,0.5,Social Interaction,Neutral
video111,0.35,Game Design,Negative
video82,0.75,Game Plot,Positive
video82,0.5,Audience Reaction,Neutral
video47,0.0,Audience Reaction,Highly Negative
video106,0.75,Audience Reaction,Positive
video85,0.85,Social Interaction,Highly Positive
video7,0.35,Game Plot,Negative
video48,0.5,Information Share,Neutral
video82,0.75,Game Design,Positive
video8,0.85,Audience Anticipation,Highly Positive
video2,0.95,Game Plot,Highly Positive
video59,0.253,Audience Reaction,Negative
video62,0.75,Game Design,Positive
video3,0.5,Social Interaction,Neutral
video47,0.451,Audience Reaction,Neutral
video8,0.65,Game Experience,Positive
video59,0.75,Audience Reaction,Positive
video53,0.45,Audience Feedback,Neutral
video82,0.5,Social Interaction,Neutral
video106,0.5,Social Interaction,Neutral
video47,0.25,Game Experience,Negative
video82,0.5,Social Interaction,Neutral
video111,0.25,Audience Feedback,Negative
video97,0.925,Audience Reaction,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video51,0.85,Game Plot,Highly Positive
video80,0.45,Game Design,Neutral
video106,0.5,Information Share,Neutral
video3,0.95,Game Design,Highly Positive
video8,0.85,Audience Reaction,Highly Positive
video80,0.5,Game Plot,Neutral
video82,0.85,Audience Reaction,Highly Positive
video75,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.75,Audience Anticipation,Positive
video82,0.35,Game Plot,Negative
video5,0.5,Game Design,Neutral
video4,0.25,Information Share,Negative
video8,0.357,Game Experience,Negative
video94,0.5,Game Design,Neutral
video117,0.65,Game Experience,Positive
video47,0.75,Game Experience,Positive
video4,0.5,Social Interaction,Neutral
video59,0.85,Audience Reaction,Highly Positive
video32,0.75,Game Plot,Positive
video23,0.85,Game Plot,Highly Positive
video80,0.5,Game Design,Neutral
video48,0.5,Game Plot,Neutral
video56,0.5,Social Interaction,Neutral
