video,Sentiment Score,Classification,IP,Label
video80,0.45,Social Interaction,Jiangsu,Neutral
video14,0.95,Social Interaction,Hebei,Highly Positive
video6,0.5,Social Interaction,Beijing,Neutral
video6,0.75,Social Interaction,Fujian,Positive
video17,0.925,Audience Reaction,Sichuan,Highly Positive
video81,0.85,Game Experience,Hubei,Highly Positive
video56,0.5,Audience Reaction,Fujian,Neutral
video6,0.5,Social Interaction,Yunnan,Neutral
video21,0.5,Social Interaction,Jiangsu,Neutral
video20,0.925,Information Share,Guangdong,Highly Positive
video14,0.25,Audience Reaction,Unknown,Negative
video75,0.0,Social Interaction,Shaanxi,Highly Negative
video56,0.985,Game Plot,Yunnan,Highly Positive
video21,0.5,Social Interaction,Beijing,Neutral
video70,0.95,Social Interaction,Guangdong,Highly Positive
video6,0.75,Audience Reaction,Jiangsu,Positive
video28,0.75,Game Plot,Guangdong,Positive
video50,0.85,Audience Reaction,Unknown,Highly Positive
video54,0.5,Social Interaction,Jiangsu,Neutral
video54,0.5,Audience Reaction,Xinjiang,Neutral
video59,0.5,Social Interaction,Inner Mongolia,Neutral
video14,0.5,Social Interaction,Hubei,Neutral
video73,0.5,Social Interaction,Hebei,Neutral
video21,0.5,Social Interaction,Hunan,Neutral
video1,0.75,Game Design,Hebei,Positive
video1,0.85,Game Plot,Shandong,Highly Positive
video26,0.75,Social Interaction,Yunnan,Positive
video56,0.5,Social Interaction,Hainan,Neutral
video21,0.85,Audience Reaction,Henan,Highly Positive
video20,0.456,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Guizhou,Neutral
video13,1.0,Audience Reaction,Hubei,Highly Positive
video20,0.5,Social Interaction,Shanxi,Neutral
video17,0.2,Social Interaction,Jilin,Negative
video6,0.75,Social Interaction,Hong Kong,Positive
video45,0.456,Audience Reaction,Jiangsu,Neutral
video82,0.35,Audience Feedback,Shanghai,Negative
video1,0.456,Game Plot,Shandong,Neutral
video56,0.65,Social Interaction,Guangdong,Positive
video6,0.5,Social Interaction,Shanghai,Neutral
video56,0.852,Game Plot,Henan,Highly Positive
video56,0.5,Social Interaction,Jiangsu,Neutral
video82,0.5,Social Interaction,Hebei,Neutral
video88,0.75,Game Design,Jiangsu,Positive
video22,0.75,Social Interaction,Chongqing,Positive
video20,0.5,Game Requirement,Ningxia,Neutral
video42,0.75,Game Plot,Sichuan,Positive
video52,0.75,Social Interaction,Zhejiang,Positive
video6,0.45,Social Interaction,Shanghai,Neutral
video22,0.75,Audience Reaction,Jiangsu,Positive
video40,0.875,Game Plot,Guangdong,Highly Positive
video59,0.85,Social Interaction,Guangdong,Highly Positive
video14,0.925,Game Experience,Guangxi,Highly Positive
video22,0.75,Game Design,Yunnan,Positive
video80,0.5,Social Interaction,Guangdong,Neutral
video81,0.456,Audience Reaction,Liaoning,Neutral
video59,0.852,Audience Feedback,Hebei,Highly Positive
video46,0.75,Audience Reaction,Jiangsu,Positive
video21,0.65,Social Interaction,Guangdong,Positive
video80,0.5,Social Interaction,Henan,Neutral
video14,0.5,Audience Reaction,Zhejiang,Neutral
video42,0.85,Social Interaction,Shandong,Highly Positive
video76,0.5,Game Requirement,Hubei,Neutral
video46,0.5,Social Interaction,Guangdong,Neutral
video88,0.5,Social Interaction,Hubei,Neutral
video1,0.925,Game Plot,Hebei,Highly Positive
video14,0.5,Social Interaction,Zhejiang,Neutral
video21,0.925,Social Interaction,Shaanxi,Highly Positive
video48,0.35,Game Experience,Sichuan,Negative
video7,0.45,Game Experience,Shandong,Neutral
video80,0.85,Audience Reaction,Shanghai,Highly Positive
video22,0.9,Social Interaction,Shanghai,Highly Positive
video6,0.85,Game Experience,Hubei,Highly Positive
video59,0.45,Audience Feedback,Beijing,Neutral
video81,0.85,Audience Reaction,Jiangsu,Highly Positive
video41,0.5,Social Interaction,Guangxi,Neutral
video17,0.925,Audience Anticipation,Fujian,Highly Positive
video14,0.925,Game Design,Guangdong,Highly Positive
video80,0.5,Social Interaction,Jiangsu,Neutral
video2,0.5,Social Interaction,Henan,Neutral
video20,0.925,Social Interaction,Sichuan,Highly Positive
video50,0.85,Audience Reaction,Guangdong,Highly Positive
video20,0.5,Social Interaction,Zhejiang,Neutral
video44,0.95,Social Interaction,Hebei,Highly Positive
video50,0.95,Social Interaction,Zhejiang,Highly Positive
video86,0.5,Social Interaction,Shandong,Neutral
video6,0.5,Social Interaction,Xinjiang,Neutral
video20,0.95,Social Interaction,Jiangsu,Highly Positive
video48,0.15,Social Interaction,Unknown,Highly Negative
video21,0.5,Social Interaction,Gansu,Neutral
video67,0.925,Audience Anticipation,Jiangsu,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video82,0.75,Social Interaction,Henan,Positive
video11,0.0,Social Interaction,Henan,Highly Negative
video48,0.35,Audience Reaction,Guangxi,Negative
video20,0.5,Social Interaction,Shaanxi,Neutral
video25,0.5,Game Plot,Hubei,Neutral
video80,0.85,Audience Reaction,Zhejiang,Highly Positive
video50,0.985,Audience Reaction,Jiangxi,Highly Positive
video6,0.5,Social Interaction,Zhejiang,Neutral
video83,0.5,Social Interaction,Hunan,Neutral
video6,0.5,Social Interaction,Liaoning,Neutral
video88,0.85,Audience Reaction,Liaoning,Highly Positive
video21,0.5,Social Interaction,Tianjin,Neutral
video81,0.999,Audience Reaction,Hubei,Highly Positive
video44,0.925,Audience Reaction,Jiangsu,Highly Positive
video22,0.5,Social Interaction,Henan,Neutral
video80,0.85,Progress and Updates,Guangdong,Highly Positive
video56,0.5,Social Interaction,Guangdong,Neutral
video17,0.45,Game Experience,Sichuan,Neutral
video14,0.925,Social Interaction,Anhui,Highly Positive
video21,0.85,Social Interaction,Beijing,Highly Positive
video50,0.35,Audience Feedback,Jilin,Negative
video76,0.85,Social Interaction,Guangdong,Highly Positive
video49,0.45,Audience Reaction,Zhejiang,Neutral
video5,0.35,Game Experience,Jiangsu,Negative
video22,0.925,Game Plot,Hebei,Highly Positive
video6,0.25,Audience Reaction,Guangdong,Negative
video56,0.925,Audience Reaction,Shanxi,Highly Positive
video59,0.75,Social Interaction,Jiangsu,Positive
video40,0.85,Social Interaction,Jiangxi,Highly Positive
video17,0.95,Social Interaction,Hainan,Highly Positive
video76,0.35,Progress and Updates,Hubei,Negative
video6,0.5,Social Interaction,Jiangsu,Neutral
video60,0.75,Game Plot,Unknown,Positive
video21,0.95,Social Interaction,Zhejiang,Highly Positive
video22,0.5,Social Interaction,Shanxi,Neutral
video1,0.75,Game Plot,Guangxi,Positive
video21,0.85,Game Plot,Hebei,Highly Positive
video14,0.95,Social Interaction,Beijing,Highly Positive
video20,0.5,Social Interaction,Xinjiang,Neutral
video20,0.85,Audience Anticipation,Jilin,Highly Positive
video50,0.875,Game Plot,Guangxi,Highly Positive
video50,0.925,Game Experience,Heilongjiang,Highly Positive
video60,0.95,Audience Reaction,Guangxi,Highly Positive
video21,0.5,Information Share,Fujian,Neutral
video73,0.85,Game Experience,Inner Mongolia,Highly Positive
video22,0.75,Game Requirement,Anhui,Positive
video46,0.5,Social Interaction,Yunnan,Neutral
video22,0.852,Audience Reaction,Jilin,Highly Positive
video46,0.0,Social Interaction,Beijing,Highly Negative
video75,0.5,Game Requirement,Shandong,Neutral
video50,0.75,Game Plot,Zhejiang,Positive
video80,0.45,Social Interaction,Fujian,Neutral
video6,0.6,Social Interaction,Beijing,Positive
video17,0.15,Game Experience,Guangxi,Highly Negative
video54,0.925,Social Interaction,Shaanxi,Highly Positive
video59,0.5,Game Experience,Jiangsu,Neutral
video14,0.75,Audience Reaction,Guangdong,Positive
video20,0.925,Game Experience,Tianjin,Highly Positive
video59,0.925,Game Plot,Anhui,Highly Positive
video56,0.35,Audience Feedback,Jiangxi,Negative
video21,0.985,Audience Reaction,Sichuan,Highly Positive
video41,0.456,Social Interaction,Guangdong,Neutral
video7,0.75,Game Experience,Jiangxi,Positive
video1,0.85,Audience Reaction,Jiangsu,Highly Positive
video6,0.5,Game Plot,Beijing,Neutral
video59,0.95,Game Design,Fujian,Highly Positive
video22,0.85,Progress and Updates,Guangdong,Highly Positive
video67,0.852,Game Plot,Zhejiang,Highly Positive
video88,0.5,Information Share,Chongqing,Neutral
video80,0.5,Social Interaction,Shandong,Neutral
video47,0.925,Game Design,Sichuan,Highly Positive
video82,0.5,Social Interaction,Guangdong,Neutral
video17,0.456,Game Experience,Guangxi,Neutral
video15,0.5,Social Interaction,Zhejiang,Neutral
video79,0.5,Game Experience,Tianjin,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video88,0.65,Game Experience,Anhui,Positive
video58,0.5,Game Plot,Guizhou,Neutral
video22,0.85,Social Interaction,Guangdong,Highly Positive
video86,0.85,Social Interaction,Sichuan,Highly Positive
video36,0.453,Game Experience,Shaanxi,Neutral
video86,0.45,Audience Reaction,Shanghai,Neutral
video82,0.75,Social Interaction,Hebei,Positive
video50,0.753,Game Experience,Anhui,Positive
video20,0.85,Audience Anticipation,Hubei,Highly Positive
video56,0.852,Audience Anticipation,Shandong,Highly Positive
video14,0.95,Game Experience,Henan,Highly Positive
video20,0.5,Social Interaction,Zhejiang,Neutral
video34,0.65,Audience Reaction,Anhui,Positive
video21,0.85,Audience Reaction,Anhui,Highly Positive
video56,0.456,Social Interaction,Anhui,Neutral
video22,0.925,Audience Anticipation,Zhejiang,Highly Positive
video81,0.456,Game Experience,Beijing,Neutral
video6,0.5,Social Interaction,Ningxia,Neutral
video80,0.85,Social Interaction,Guangdong,Highly Positive
video22,0.65,Progress and Updates,Yunnan,Positive
video60,0.75,Game Plot,Hubei,Positive
video56,0.95,Social Interaction,Anhui,Highly Positive
video21,0.85,Social Interaction,Liaoning,Highly Positive
video59,0.2,Audience Reaction,Fujian,Negative
video14,0.5,Social Interaction,Jiangsu,Neutral
video80,0.85,Audience Reaction,Shandong,Highly Positive
video59,0.456,Audience Reaction,Hainan,Neutral
video42,0.789,Game Design,Henan,Positive
video2,0.25,Game Design,Zhejiang,Negative
video20,0.985,Audience Anticipation,Shaanxi,Highly Positive
video1,0.456,Game Plot,Beijing,Neutral
video6,0.5,Social Interaction,Hunan,Neutral
video6,0.5,Social Interaction,Inner Mongolia,Neutral
video20,0.5,Social Interaction,Jiangsu,Neutral
video80,0.5,Social Interaction,Henan,Neutral
video80,0.5,Game Experience,Hainan,Neutral
video68,0.5,Social Interaction,Liaoning,Neutral
video76,0.5,Game Design,Hebei,Neutral
video59,0.5,Social Interaction,Zhejiang,Neutral
video60,0.85,Social Interaction,Henan,Highly Positive
video41,0.5,Social Interaction,Hunan,Neutral
video88,0.45,Social Interaction,Shanghai,Neutral
video80,0.85,Social Interaction,Jiangsu,Highly Positive
video6,0.925,Game Plot,Jiangsu,Highly Positive
video27,0.925,Audience Reaction,Beijing,Highly Positive
video26,0.75,Social Interaction,Fujian,Positive
video22,0.985,Audience Reaction,Henan,Highly Positive
video14,0.85,Social Interaction,Shanxi,Highly Positive
video88,0.25,Game Experience,Guangdong,Negative
video6,0.5,Social Interaction,Anhui,Neutral
video67,0.85,Audience Reaction,Liaoning,Highly Positive
video21,0.5,Social Interaction,Inner Mongolia,Neutral
video6,0.75,Audience Reaction,Hebei,Positive
video20,0.85,Game Requirement,Henan,Highly Positive
video59,0.25,Audience Feedback,Sichuan,Negative
video48,0.85,Game Plot,Zhejiang,Highly Positive
video26,0.25,Social Interaction,Jiangsu,Negative
video68,0.75,Social Interaction,Fujian,Positive
video82,0.654,Game Design,Jiangsu,Positive
video35,0.65,Audience Anticipation,Guangxi,Positive
video28,0.85,Progress and Updates,Hubei,Highly Positive
video11,0.95,Game Design,Tianjin,Highly Positive
video67,0.45,Audience Reaction,Guangxi,Neutral
video17,0.925,Game Design,Guangdong,Highly Positive
video56,0.85,Audience Anticipation,Guangdong,Highly Positive
video46,0.789,Audience Reaction,Sichuan,Positive
video21,0.85,Game Design,Shaanxi,Highly Positive
video14,0.85,Social Interaction,Guangdong,Highly Positive
video59,0.75,Audience Reaction,Henan,Positive
video40,0.9,Social Interaction,Henan,Highly Positive
video1,0.925,Information Share,Beijing,Highly Positive
video67,0.456,Game Experience,Hebei,Neutral
video62,0.85,Game Plot,Beijing,Highly Positive
video80,0.5,Social Interaction,Chongqing,Neutral
video52,0.357,Game Experience,Beijing,Negative
video5,0.85,Game Experience,Jiangsu,Highly Positive
video59,0.45,Social Interaction,Guangdong,Neutral
video29,1.0,Audience Reaction,Guangdong,Highly Positive
video21,0.85,Audience Reaction,Guangdong,Highly Positive
video60,0.45,Game Design,Guangdong,Neutral
video14,0.95,Audience Reaction,Beijing,Highly Positive
video69,0.925,Audience Anticipation,Xinjiang,Highly Positive
video50,0.789,Game Plot,Hubei,Positive
video21,0.888,Audience Reaction,Tibet,Highly Positive
video82,0.35,Game Experience,Sichuan,Negative
video80,0.5,Social Interaction,Guangdong,Neutral
video60,0.925,Game Plot,Shandong,Highly Positive
video14,0.45,Audience Reaction,Guangdong,Neutral
video49,0.925,Audience Anticipation,Hebei,Highly Positive
video80,0.85,Social Interaction,Hubei,Highly Positive
video28,0.5,Social Interaction,Inner Mongolia,Neutral
video76,0.35,Audience Feedback,Hebei,Negative
video80,0.75,Game Plot,Qinghai,Positive
video20,0.985,Audience Anticipation,Fujian,Highly Positive
video22,0.5,Information Share,Jiangxi,Neutral
video14,0.5,Social Interaction,Guangxi,Neutral
video17,0.925,Audience Reaction,Anhui,Highly Positive
video21,0.453,Audience Reaction,Henan,Neutral
video56,0.75,Audience Reaction,Zhejiang,Positive
video46,0.925,Game Plot,Beijing,Highly Positive
video54,0.925,Audience Reaction,Guangdong,Highly Positive
video6,0.45,Social Interaction,Guangdong,Neutral
video60,0.85,Audience Reaction,Liaoning,Highly Positive
video46,0.25,Audience Feedback,Hebei,Negative
video82,0.852,Audience Reaction,Hunan,Highly Positive
video4,0.456,Audience Reaction,Yunnan,Neutral
video6,0.45,Audience Reaction,Liaoning,Neutral
video6,0.5,Social Interaction,Sichuan,Neutral
video67,0.95,Social Interaction,Guangdong,Highly Positive
video88,0.55,Audience Reaction,Jiangsu,Neutral
video30,0.85,Progress and Updates,Tianjin,Highly Positive
video14,0.995,Audience Reaction,Henan,Highly Positive
video1,0.95,Social Interaction,Guangdong,Highly Positive
video80,0.25,Social Interaction,Guangdong,Negative
video22,0.35,Information Share,Zhejiang,Negative
video21,0.985,Social Interaction,Jiangsu,Highly Positive
video22,0.925,Game Plot,Hubei,Highly Positive
video42,0.456,Game Plot,Guangdong,Neutral
video22,0.75,Social Interaction,Guangxi,Positive
video45,0.925,Audience Anticipation,Tianjin,Highly Positive
video26,0.15,Audience Feedback,Guangdong,Highly Negative
video81,0.35,Game Experience,Hubei,Negative
video22,0.5,Social Interaction,Beijing,Neutral
video6,0.75,Game Design,Shanghai,Positive
video82,0.75,Social Interaction,Sichuan,Positive
video80,0.5,Social Interaction,Anhui,Neutral
video14,0.95,Audience Reaction,Sichuan,Highly Positive
video20,0.925,Audience Reaction,Liaoning,Highly Positive
video22,0.5,Social Interaction,Sichuan,Neutral
video21,0.925,Audience Reaction,Henan,Highly Positive
video20,0.85,Social Interaction,Shaanxi,Highly Positive
video46,0.925,Audience Reaction,Shaanxi,Highly Positive
video59,0.5,Game Design,Shanghai,Neutral
video22,0.957,Audience Reaction,Fujian,Highly Positive
video1,0.25,Audience Reaction,Zhejiang,Negative
video82,0.5,Social Interaction,Guangdong,Neutral
video75,0.95,Social Interaction,Shaanxi,Highly Positive
video56,0.25,Audience Reaction,Guangdong,Negative
video22,0.85,Social Interaction,Fujian,Highly Positive
video21,0.25,Social Interaction,Guangdong,Negative
video62,0.852,Audience Reaction,Guangxi,Highly Positive
video80,0.85,Game Experience,Zhejiang,Highly Positive
video21,0.985,Social Interaction,Anhui,Highly Positive
video80,0.65,Game Experience,Unknown,Positive
video60,0.999,Social Interaction,Zhejiang,Highly Positive
video6,0.6,Social Interaction,Guangdong,Positive
video50,0.852,Audience Reaction,Sichuan,Highly Positive
video79,0.456,Game Experience,Shanxi,Neutral
video81,0.85,Audience Reaction,Zhejiang,Highly Positive
video21,0.85,Social Interaction,Heilongjiang,Highly Positive
video80,0.456,Audience Reaction,Hong Kong,Neutral
video26,0.5,Game Requirement,Hunan,Neutral
video41,0.85,Audience Anticipation,Zhejiang,Highly Positive
video6,0.75,Social Interaction,Shaanxi,Positive
video81,0.5,Game Experience,Henan,Neutral
video7,0.5,Game Experience,Zhejiang,Neutral
video56,0.5,Game Experience,Hebei,Neutral
video6,0.5,Social Interaction,Guangxi,Neutral
video46,0.85,Social Interaction,Jiangsu,Highly Positive
video56,0.925,Audience Reaction,Inner Mongolia,Highly Positive
video60,0.5,Social Interaction,Anhui,Neutral
video21,0.95,Audience Reaction,Jiangxi,Highly Positive
video74,0.75,Audience Anticipation,Guangdong,Positive
video8,0.95,Audience Reaction,Shandong,Highly Positive
video21,0.95,Audience Reaction,Shanghai,Highly Positive
video21,0.85,Audience Feedback,Henan,Highly Positive
video21,0.45,Progress and Updates,Guangdong,Neutral
video21,0.45,Social Interaction,Anhui,Neutral
video26,0.153,Social Interaction,Chongqing,Highly Negative
